Note,Contains haystack tags and custom tags
EBU3B.RM-3236..COMMONSP,zone air temp sp
EBU3B.RM-3236..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3236..ZN-T,zone air temp sensor
EBU3B.RM-3240..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3240..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3240..CLGPID-O,zone cooling cmd
EBU3B.RM-3240..DPR-C,discharge air damper cmd
EBU3B.RM-3240..DMPR-POS,discharge air damper sensor
EBU3B.RM-3240..HTGPID-O,zone heating cmd
EBU3B.RM-3240..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3240..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3240..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3240..OCC-CMD,zone occupied cmd
EBU3B.RM-3240..RH-VLV,reheat valve cmd
EBU3B.RM-3240..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3240..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3240..COMMONSP,zone air temp sp
EBU3B.RM-3240..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3240..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3240..ZN-T,zone air temp sensor
EBU3B.RM-3242..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3242..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3242..CLGPID-O,zone cooling cmd
EBU3B.RM-3242..DPR-C,discharge air damper cmd
EBU3B.RM-3242..DMPR-POS,discharge air damper sensor
EBU3B.RM-3242..HTGPID-O,zone heating cmd
EBU3B.RM-3242..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3242..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3242..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3242..OCC-CMD,zone occupied cmd
EBU3B.RM-3242..RH-VLV,reheat valve cmd
EBU3B.RM-3242..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3242..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3242..COMMONSP,zone air temp sp
EBU3B.RM-3242..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3242..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3242..ZN-T,zone air temp sensor
EBU3B.RM-3246..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3246..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3246..CLGPID-O,zone cooling cmd
EBU3B.RM-3246..DPR-C,discharge air damper cmd
EBU3B.RM-3246..DMPR-POS,discharge air damper sensor
EBU3B.RM-3246..HTGPID-O,zone heating cmd
EBU3B.RM-3246..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3246..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3246..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3246..OCC-CMD,zone occupied cmd
EBU3B.RM-3246..RH-VLV,reheat valve cmd
EBU3B.RM-3246..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3246..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3246..COMMONSP,zone air temp sp
EBU3B.RM-3246..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3246..ZN-T,zone air temp sensor
EBU3B.RM-3250..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3250..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3250..CLGPID-O,zone cooling cmd
EBU3B.RM-3250..DPR-C,discharge air damper cmd
EBU3B.RM-3250..DMPR-POS,discharge air damper sensor
EBU3B.RM-3250..HTGPID-O,zone heating cmd
EBU3B.RM-3250..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3250..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3250..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3250..OCC-CMD,zone occupied cmd
EBU3B.RM-3250..RH-VLV,reheat valve cmd
EBU3B.RM-3250..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3250..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3250..COMMONSP,zone air temp sp
EBU3B.RM-3250..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3250..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3250..ZN-T,zone air temp sensor
EBU3B.RM-3252..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3252..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3252..CLGPID-O,zone cooling cmd
EBU3B.RM-3252..DPR-C,discharge air damper cmd
EBU3B.RM-3252..DMPR-POS,discharge air damper sensor
EBU3B.RM-3252..HTGPID-O,zone heating cmd
EBU3B.RM-3252..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3252..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3252..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3252..OCC-CMD,zone occupied cmd
EBU3B.RM-3252..RH-VLV,reheat valve cmd
EBU3B.RM-3252..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3252..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3252..COMMONSP,zone air temp sp
EBU3B.RM-3252..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3252..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3252..ZN-T,zone air temp sensor
EBU3B.RM-3254..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3254..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3254..CLGPID-O,zone cooling cmd
EBU3B.RM-3254..DPR-C,discharge air damper cmd
EBU3B.RM-3254..DMPR-POS,discharge air damper sensor
EBU3B.RM-3254..HTGPID-O,zone heating cmd
EBU3B.RM-3254..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3254..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3254..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3254..OCC-CMD,zone occupied cmd
EBU3B.RM-3254..RH-VLV,reheat valve cmd
EBU3B.RM-3254..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3254..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3254..COMMONSP,zone air temp sp
EBU3B.RM-3254..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3254..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3254..ZN-T,zone air temp sensor
EBU3B.RM-3256..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3256..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3256..CLGPID-O,zone cooling cmd
EBU3B.RM-3256..DPR-C,discharge air damper cmd
EBU3B.RM-3256..DMPR-POS,discharge air damper sensor
EBU3B.RM-3256..HTGPID-O,zone heating cmd
EBU3B.RM-3256..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3256..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3256..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3256..OCC-CMD,zone occupied cmd
EBU3B.RM-3256..RH-VLV,reheat valve cmd
EBU3B.RM-3256..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3256..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3256..COMMONSP,zone air temp sp
EBU3B.RM-3256..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3256..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3256..ZN-T,zone air temp sensor
EBU3B.RM-3258..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3258..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3258..CLGPID-O,zone cooling cmd
EBU3B.RM-3258..DPR-C,discharge air damper cmd
EBU3B.RM-3258..DMPR-POS,discharge air damper sensor
EBU3B.RM-3258..HTGPID-O,zone heating cmd
EBU3B.RM-3258..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3258..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3258..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3258..OCC-CMD,zone occupied cmd
EBU3B.RM-3258..RH-VLV,reheat valve cmd
EBU3B.RM-3258..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3258..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3258..COMMONSP,zone air temp sp
EBU3B.RM-3258..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3258..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3258..ZN-T,zone air temp sensor
EBU3B.RM-3260..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3260..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3260..CLGPID-O,zone cooling cmd
EBU3B.RM-3260..DPR-C,discharge air damper cmd
EBU3B.RM-3260..DMPR-POS,discharge air damper sensor
EBU3B.RM-3260..HTGPID-O,zone heating cmd
EBU3B.RM-3260..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3260..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3260..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3260..OCC-CMD,zone occupied cmd
EBU3B.RM-3260..RH-VLV,reheat valve cmd
EBU3B.RM-3260..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3260..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3260..COMMONSP,zone air temp sp
EBU3B.RM-3260..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3260..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3260..ZN-T,zone air temp sensor
EBU3B.RM-3262..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3262..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3262..CLGPID-O,zone cooling cmd
EBU3B.RM-3262..DPR-C,discharge air damper cmd
EBU3B.RM-3262..DMPR-POS,discharge air damper sensor
EBU3B.RM-3262..HTGPID-O,zone heating cmd
EBU3B.RM-3262..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3262..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3262..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3262..OCC-CMD,zone occupied cmd
EBU3B.RM-3262..RH-VLV,reheat valve cmd
EBU3B.RM-3262..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3262..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3262..COMMONSP,zone air temp sp
EBU3B.RM-3262..T-OCC,zone thermostat occupied cmd
EBU3B.RM-3262..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3262..ZN-T,zone air temp sensor
EBU3B.RM-4102..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4102..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4102..CLGPID-O,zone cooling cmd
EBU3B.RM-4102..DPR-C,discharge air damper cmd
EBU3B.RM-4102..DMPR-POS,discharge air damper sensor
EBU3B.RM-4102..HTGPID-O,zone heating cmd
EBU3B.RM-4102..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4102..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4102..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4102..OCC-CMD,zone occupied cmd
EBU3B.RM-4102..RH-VLV,reheat valve cmd
EBU3B.RM-4102..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4102..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4102..COMMONSP,zone air temp sp
EBU3B.RM-4102..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4102..ZN-T,zone air temp sensor
EBU3B.RM-4105..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4105..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4105..CLGPID-O,zone cooling cmd
EBU3B.RM-4105..DPR-C,discharge air damper cmd
EBU3B.RM-4105..DMPR-POS,discharge air damper sensor
EBU3B.RM-4105..EF4-C,exhaust air fan cmd
EBU3B.RM-4105..EF4-S,exhaust air fan sensor
EBU3B.RM-4105..HTGPID-O,zone heating cmd
EBU3B.RM-4105..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4105..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4105..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4105..OCC-CMD,zone occupied cmd
EBU3B.RM-4105..RH-VLV,reheat valve cmd
EBU3B.RM-4105..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4105..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4105..COMMONSP,zone air temp sp
EBU3B.RM-4105..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4105..ZN-T,zone air temp sensor
EBU3B.RM-4106..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4106..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4106..CLGPID-O,zone cooling cmd
EBU3B.RM-4106..DPR-C,discharge air damper cmd
EBU3B.RM-4106..DMPR-POS,discharge air damper sensor
EBU3B.RM-4106..HTGPID-O,zone heating cmd
EBU3B.RM-4106..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4106..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4106..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4106..OCC-CMD,zone occupied cmd
EBU3B.RM-4106..RH-VLV,reheat valve cmd
EBU3B.RM-4106..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4106..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4106..COMMONSP,zone air temp sp
EBU3B.RM-4106..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4106..ZN-T,zone air temp sensor
EBU3B.RM-4107..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4107..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4107..CLGPID-O,zone cooling cmd
EBU3B.RM-4107..DPR-C,discharge air damper cmd
EBU3B.RM-4107..DMPR-POS,discharge air damper sensor
EBU3B.RM-4107..HTGPID-O,zone heating cmd
EBU3B.RM-4107..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4107..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4107..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4107..OCC-CMD,zone occupied cmd
EBU3B.RM-4107..RH-VLV,reheat valve cmd
EBU3B.RM-4107..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4107..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4107..COMMONSP,zone air temp sp
EBU3B.RM-4107..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4107..ZN-T,zone air temp sensor
EBU3B.RM-4109..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4109..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4109..CLGPID-O,zone cooling cmd
EBU3B.RM-4109..DPR-C,discharge air damper cmd
EBU3B.RM-4109..DMPR-POS,discharge air damper sensor
EBU3B.RM-4109..HTGPID-O,zone heating cmd
EBU3B.RM-4109..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4109..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4109..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4109..OCC-CMD,zone occupied cmd
EBU3B.RM-4109..RH-VLV,reheat valve cmd
EBU3B.RM-4109..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4109..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4109..COMMONSP,zone air temp sp
EBU3B.RM-4109..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4109..ZN-T,zone air temp sensor
EBU3B.RM-4110..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4110..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4110..CLGPID-O,zone cooling cmd
EBU3B.RM-4110..DPR-C,discharge air damper cmd
EBU3B.RM-4110..DMPR-POS,discharge air damper sensor
EBU3B.RM-4110..HTGPID-O,zone heating cmd
EBU3B.RM-4110..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4110..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4110..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4110..OCC-CMD,zone occupied cmd
EBU3B.RM-4110..RH-VLV,reheat valve cmd
EBU3B.RM-4110..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4110..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4110..COMMONSP,zone air temp sp
EBU3B.RM-4110..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4110..ZN-T,zone air temp sensor
EBU3B.RM-4111..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4111..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4111..CLGPID-O,zone cooling cmd
EBU3B.RM-4111..DPR-C,discharge air damper cmd
EBU3B.RM-4111..DMPR-POS,discharge air damper sensor
EBU3B.RM-4111..HTGPID-O,zone heating cmd
EBU3B.RM-4111..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4111..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4111..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4111..OCC-CMD,zone occupied cmd
EBU3B.RM-4111..RH-VLV,reheat valve cmd
EBU3B.RM-4111..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4111..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4111..COMMONSP,zone air temp sp
EBU3B.RM-4111..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4111..ZN-T,zone air temp sensor
EBU3B.RM-4114..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4114..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4114..CLGPID-O,zone cooling cmd
EBU3B.RM-4114..DPR-C,discharge air damper cmd
EBU3B.RM-4114..DMPR-POS,discharge air damper sensor
EBU3B.RM-4114..HTGPID-O,zone heating cmd
EBU3B.RM-4114..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4114..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4114..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4114..OCC-CMD,zone occupied cmd
EBU3B.RM-4114..RH-VLV,reheat valve cmd
EBU3B.RM-4114..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4114..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4114..COMMONSP,zone air temp sp
EBU3B.RM-4114..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4114..ZN-T,zone air temp sensor
EBU3B.RM-4118..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4118..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4118..CLGPID-O,zone cooling cmd
EBU3B.RM-4118..DPR-C,discharge air damper cmd
EBU3B.RM-4118..DMPR-POS,discharge air damper sensor
EBU3B.RM-4118..HTGPID-O,zone heating cmd
EBU3B.RM-4118..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4118..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4118..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4118..OCC-CMD,zone occupied cmd
EBU3B.RM-4118..RH-VLV,reheat valve cmd
EBU3B.RM-4118..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4118..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4118..COMMONSP,zone air temp sp
EBU3B.RM-4118..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4118..ZN-T,zone air temp sensor
EBU3B.RM-4119..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4119..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4119..CLGPID-O,zone cooling cmd
EBU3B.RM-4119..DPR-C,discharge air damper cmd
EBU3B.RM-4119..DMPR-POS,discharge air damper sensor
EBU3B.RM-4119..FAN-C,discharge air fan cmd
EBU3B.RM-4119..HTGPID-O,zone heating cmd
EBU3B.RM-4119..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4119..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4119..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4119..OCC-CMD,zone occupied cmd
EBU3B.RM-4119..RH-VLV,reheat valve cmd
EBU3B.RM-4119..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4119..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4119..COMMONSP,zone air temp sp
EBU3B.RM-4119..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4119..ZN-T,zone air temp sensor
EBU3B.RM-4121..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4121..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4121..CLGPID-O,zone cooling cmd
EBU3B.RM-4121..DPR-C,discharge air damper cmd
EBU3B.RM-4121..DMPR-POS,discharge air damper sensor
EBU3B.RM-4121..EF3-C,exhaust air fan cmd
EBU3B.RM-4121..EF3-S,exhaust air fan sensor
EBU3B.RM-4121..HTGPID-O,zone heating cmd
EBU3B.RM-4121..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4121..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4121..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4121..OCC-CMD,zone occupied cmd
EBU3B.RM-4121..RH-VLV,reheat valve cmd
EBU3B.RM-4121..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4121..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4121..COMMONSP,zone air temp sp
EBU3B.RM-4121..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4121..ZN-T,zone air temp sensor
EBU3B.RM-4122..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4122..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4122..CLGPID-O,zone cooling cmd
EBU3B.RM-4122..DPR-C,discharge air damper cmd
EBU3B.RM-4122..DMPR-POS,discharge air damper sensor
EBU3B.RM-4122..HTGPID-O,zone heating cmd
EBU3B.RM-4122..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4122..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4122..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4122..OCC-CMD,zone occupied cmd
EBU3B.RM-4122..RH-VLV,reheat valve cmd
EBU3B.RM-4122..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4122..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4122..COMMONSP,zone air temp sp
EBU3B.RM-4122..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4122..ZN-T,zone air temp sensor
EBU3B.RM-4126..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4126..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4126..CLGPID-O,zone cooling cmd
EBU3B.RM-4126..DPR-C,discharge air damper cmd
EBU3B.RM-4126..DMPR-POS,discharge air damper sensor
EBU3B.RM-4126..HTGPID-O,zone heating cmd
EBU3B.RM-4126..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4126..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4126..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4126..OCC-CMD,zone occupied cmd
EBU3B.RM-4126..RH-VLV,reheat valve cmd
EBU3B.RM-4126..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4126..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4126..COMMONSP,zone air temp sp
EBU3B.RM-4126..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4126..ZN-T,zone air temp sensor
EBU3B.RM-4127..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4127..CLGPID-O,zone cooling cmd
EBU3B.RM-4127..DPR-C,discharge air damper cmd
EBU3B.RM-4127..DMPR-POS,discharge air damper sensor
EBU3B.RM-4127..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4127..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4127..OCC-CMD,zone occupied cmd
EBU3B.RM-4127..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4127..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4127..COMMONSP,zone air temp sp
EBU3B.RM-4127..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4127..ZN-T,zone air temp sensor
EBU3B.RM-4128..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4128..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4128..CLGPID-O,zone cooling cmd
EBU3B.RM-4128..DPR-C,discharge air damper cmd
EBU3B.RM-4128..DMPR-POS,discharge air damper sensor
EBU3B.RM-4128..HTGPID-O,zone heating cmd
EBU3B.RM-4128..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4128..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4128..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4128..OCC-CMD,zone occupied cmd
EBU3B.RM-4128..RH-VLV,reheat valve cmd
EBU3B.RM-4128..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4128..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4128..COMMONSP,zone air temp sp
EBU3B.RM-4128..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4128..ZN-T,zone air temp sensor
EBU3B.RM-4130..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4130..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4130..CLGPID-O,zone cooling cmd
EBU3B.RM-4130..DPR-C,discharge air damper cmd
EBU3B.RM-4130..DMPR-POS,discharge air damper sensor
EBU3B.RM-4130..HTGPID-O,zone heating cmd
EBU3B.RM-4130..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4130..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4130..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4130..OCC-CMD,zone occupied cmd
EBU3B.RM-4130..RH-VLV,reheat valve cmd
EBU3B.RM-4130..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4130..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4130..COMMONSP,zone air temp sp
EBU3B.RM-4130..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4130..ZN-T,zone air temp sensor
EBU3B.RM-4132..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4132..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4132..CLGPID-O,zone cooling cmd
EBU3B.RM-4132..DPR-C,discharge air damper cmd
EBU3B.RM-4132..DMPR-POS,discharge air damper sensor
EBU3B.RM-4132..HTGPID-O,zone heating cmd
EBU3B.RM-4132..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4132..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4132..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4132..OCC-CMD,zone occupied cmd
EBU3B.RM-4132..RH-VLV,reheat valve cmd
EBU3B.RM-4132..SUP-FLOW,discharge air flow sensor
EBU3B.RM-4132..SUPFLO-SP,discharge air flow sp
EBU3B.RM-4132..COMMONSP,zone air temp sp
EBU3B.RM-4132..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-4132..ZN-T,zone air temp sensor
EBU3B.RM-4134..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-4134..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-4134..CLGPID-O,zone cooling cmd
EBU3B.RM-4134..DPR-C,discharge air damper cmd
EBU3B.RM-4134..DMPR-POS,discharge air damper sensor
EBU3B.RM-4134..HTGPID-O,zone heating cmd
EBU3B.RM-4134..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-4134..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-4134..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-4134..OCC-CMD,zone occupied cmd
EBU3B.RM-4134..RH-VLV,reheat valve cmd
